image_path,label,dataset,case_id
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1255.jpg,0,TN3K_trainval,1255
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1083.jpg,0,TN3K_trainval,1083
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2044.jpg,1,TN3K_trainval,2044
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0705.jpg,1,TN3K_trainval,0705
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1917.jpg,0,TN3K_trainval,1917
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1092.jpg,0,TN3K_trainval,1092
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0502.jpg,0,TN3K_trainval,0502
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1860.jpg,0,TN3K_trainval,1860
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1937.jpg,0,TN3K_trainval,1937
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2855.jpg,1,TN3K_trainval,2855
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2467.jpg,0,TN3K_trainval,2467
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2095.jpg,1,TN3K_trainval,2095
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0057.jpg,0,TN3K_trainval,0057
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2336.jpg,0,TN3K_trainval,2336
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2435.jpg,0,TN3K_trainval,2435
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2282.jpg,1,TN3K_trainval,2282
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2255.jpg,1,TN3K_trainval,2255
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2010.jpg,1,TN3K_trainval,2010
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1296.jpg,0,TN3K_trainval,1296
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0955.jpg,0,TN3K_trainval,0955
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1269.jpg,0,TN3K_trainval,1269
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2362.jpg,0,TN3K_trainval,2362
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1587.jpg,1,TN3K_trainval,1587
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2373.jpg,0,TN3K_trainval,2373
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2205.jpg,1,TN3K_trainval,2205
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2622.jpg,0,TN3K_trainval,2622
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1789.jpg,0,TN3K_trainval,1789
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1692.jpg,0,TN3K_trainval,1692
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2457.jpg,0,TN3K_trainval,2457
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2683.jpg,1,TN3K_trainval,2683
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0024.jpg,0,TN3K_trainval,0024
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1227.jpg,0,TN3K_trainval,1227
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2082.jpg,1,TN3K_trainval,2082
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0324.jpg,0,TN3K_trainval,0324
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0293.jpg,0,TN3K_trainval,0293
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0429.jpg,0,TN3K_trainval,0429
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2160.jpg,1,TN3K_trainval,2160
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2809.jpg,1,TN3K_trainval,2809
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1081.jpg,0,TN3K_trainval,1081
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1969.jpg,0,TN3K_trainval,1969
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1826.jpg,0,TN3K_trainval,1826
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1288.jpg,0,TN3K_trainval,1288
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0508.jpg,0,TN3K_trainval,0508
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0386.jpg,0,TN3K_trainval,0386
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0178.jpg,0,TN3K_trainval,0178
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2794.jpg,1,TN3K_trainval,2794
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2623.jpg,0,TN3K_trainval,2623
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0783.jpg,1,TN3K_trainval,0783
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0009.jpg,0,TN3K_trainval,0009
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2027.jpg,1,TN3K_trainval,2027
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2826.jpg,1,TN3K_trainval,2826
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0814.jpg,1,TN3K_trainval,0814
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2085.jpg,1,TN3K_trainval,2085
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1944.jpg,0,TN3K_trainval,1944
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1376.jpg,0,TN3K_trainval,1376
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0367.jpg,0,TN3K_trainval,0367
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2230.jpg,1,TN3K_trainval,2230
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0163.jpg,0,TN3K_trainval,0163
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1955.jpg,0,TN3K_trainval,1955
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2413.jpg,0,TN3K_trainval,2413
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1950.jpg,0,TN3K_trainval,1950
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2317.jpg,0,TN3K_trainval,2317
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1856.jpg,0,TN3K_trainval,1856
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0242.jpg,0,TN3K_trainval,0242
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0314.jpg,0,TN3K_trainval,0314
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1801.jpg,0,TN3K_trainval,1801
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2827.jpg,1,TN3K_trainval,2827
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2165.jpg,1,TN3K_trainval,2165
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1072.jpg,0,TN3K_trainval,1072
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1968.jpg,0,TN3K_trainval,1968
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0424.jpg,0,TN3K_trainval,0424
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0672.jpg,0,TN3K_trainval,0672
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0483.jpg,0,TN3K_trainval,0483
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1985.jpg,0,TN3K_trainval,1985
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0729.jpg,1,TN3K_trainval,0729
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1497.jpg,1,TN3K_trainval,1497
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2279.jpg,1,TN3K_trainval,2279
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2383.jpg,0,TN3K_trainval,2383
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1274.jpg,0,TN3K_trainval,1274
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1915.jpg,0,TN3K_trainval,1915
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0905.jpg,1,TN3K_trainval,0905
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2321.jpg,0,TN3K_trainval,2321
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2460.jpg,0,TN3K_trainval,2460
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0900.jpg,1,TN3K_trainval,0900
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2570.jpg,0,TN3K_trainval,2570
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2217.jpg,1,TN3K_trainval,2217
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1410.jpg,1,TN3K_trainval,1410
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0805.jpg,1,TN3K_trainval,0805
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2465.jpg,0,TN3K_trainval,2465
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0827.jpg,1,TN3K_trainval,0827
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0252.jpg,0,TN3K_trainval,0252
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1797.jpg,0,TN3K_trainval,1797
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0253.jpg,0,TN3K_trainval,0253
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0507.jpg,0,TN3K_trainval,0507
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1556.jpg,1,TN3K_trainval,1556
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0230.jpg,0,TN3K_trainval,0230
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0287.jpg,0,TN3K_trainval,0287
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0878.jpg,1,TN3K_trainval,0878
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0014.jpg,0,TN3K_trainval,0014
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0284.jpg,0,TN3K_trainval,0284
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2778.jpg,1,TN3K_trainval,2778
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1940.jpg,0,TN3K_trainval,1940
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0791.jpg,1,TN3K_trainval,0791
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1221.jpg,0,TN3K_trainval,1221
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0477.jpg,0,TN3K_trainval,0477
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1792.jpg,0,TN3K_trainval,1792
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1063.jpg,0,TN3K_trainval,1063
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2164.jpg,1,TN3K_trainval,2164
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1832.jpg,0,TN3K_trainval,1832
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0859.jpg,1,TN3K_trainval,0859
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0317.jpg,0,TN3K_trainval,0317
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1589.jpg,1,TN3K_trainval,1589
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1396.jpg,1,TN3K_trainval,1396
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2039.jpg,1,TN3K_trainval,2039
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2292.jpg,0,TN3K_trainval,2292
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0345.jpg,0,TN3K_trainval,0345
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0718.jpg,1,TN3K_trainval,0718
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2354.jpg,0,TN3K_trainval,2354
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1146.jpg,0,TN3K_trainval,1146
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0970.jpg,0,TN3K_trainval,0970
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0745.jpg,1,TN3K_trainval,0745
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2527.jpg,0,TN3K_trainval,2527
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1449.jpg,1,TN3K_trainval,1449
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1895.jpg,0,TN3K_trainval,1895
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1219.jpg,0,TN3K_trainval,1219
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2163.jpg,1,TN3K_trainval,2163
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1303.jpg,0,TN3K_trainval,1303
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2681.jpg,1,TN3K_trainval,2681
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2608.jpg,0,TN3K_trainval,2608
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2836.jpg,1,TN3K_trainval,2836
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0256.jpg,0,TN3K_trainval,0256
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0336.jpg,0,TN3K_trainval,0336
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1056.jpg,0,TN3K_trainval,1056
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1893.jpg,0,TN3K_trainval,1893
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1723.jpg,0,TN3K_trainval,1723
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2066.jpg,1,TN3K_trainval,2066
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0899.jpg,1,TN3K_trainval,0899
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2073.jpg,1,TN3K_trainval,2073
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2421.jpg,0,TN3K_trainval,2421
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2357.jpg,0,TN3K_trainval,2357
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0103.jpg,0,TN3K_trainval,0103
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1203.jpg,0,TN3K_trainval,1203
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2545.jpg,0,TN3K_trainval,2545
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2150.jpg,1,TN3K_trainval,2150
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1680.jpg,0,TN3K_trainval,1680
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0877.jpg,1,TN3K_trainval,0877
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0789.jpg,1,TN3K_trainval,0789
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2169.jpg,1,TN3K_trainval,2169
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1408.jpg,1,TN3K_trainval,1408
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2287.jpg,0,TN3K_trainval,2287
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2263.jpg,1,TN3K_trainval,2263
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1828.jpg,0,TN3K_trainval,1828
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0862.jpg,1,TN3K_trainval,0862
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0301.jpg,0,TN3K_trainval,0301
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1668.jpg,0,TN3K_trainval,1668
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0258.jpg,0,TN3K_trainval,0258
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1941.jpg,0,TN3K_trainval,1941
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1065.jpg,0,TN3K_trainval,1065
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0208.jpg,0,TN3K_trainval,0208
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2281.jpg,1,TN3K_trainval,2281
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1912.jpg,0,TN3K_trainval,1912
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0380.jpg,0,TN3K_trainval,0380
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2740.jpg,1,TN3K_trainval,2740
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1268.jpg,0,TN3K_trainval,1268
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0617.jpg,0,TN3K_trainval,0617
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2132.jpg,1,TN3K_trainval,2132
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1137.jpg,0,TN3K_trainval,1137
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0021.jpg,0,TN3K_trainval,0021
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1358.jpg,0,TN3K_trainval,1358
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2093.jpg,1,TN3K_trainval,2093
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0963.jpg,0,TN3K_trainval,0963
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0532.jpg,0,TN3K_trainval,0532
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0815.jpg,1,TN3K_trainval,0815
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0307.jpg,0,TN3K_trainval,0307
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0754.jpg,1,TN3K_trainval,0754
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0822.jpg,1,TN3K_trainval,0822
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1902.jpg,0,TN3K_trainval,1902
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1775.jpg,0,TN3K_trainval,1775
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1315.jpg,0,TN3K_trainval,1315
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2849.jpg,1,TN3K_trainval,2849
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1701.jpg,0,TN3K_trainval,1701
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2621.jpg,0,TN3K_trainval,2621
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0040.jpg,0,TN3K_trainval,0040
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0218.jpg,0,TN3K_trainval,0218
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0291.jpg,0,TN3K_trainval,0291
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0607.jpg,0,TN3K_trainval,0607
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0447.jpg,0,TN3K_trainval,0447
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0874.jpg,1,TN3K_trainval,0874
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1746.jpg,0,TN3K_trainval,1746
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2211.jpg,1,TN3K_trainval,2211
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2816.jpg,1,TN3K_trainval,2816
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1285.jpg,0,TN3K_trainval,1285
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0594.jpg,0,TN3K_trainval,0594
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1364.jpg,0,TN3K_trainval,1364
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2176.jpg,1,TN3K_trainval,2176
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1039.jpg,0,TN3K_trainval,1039
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2117.jpg,1,TN3K_trainval,2117
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1864.jpg,0,TN3K_trainval,1864
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1742.jpg,0,TN3K_trainval,1742
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0441.jpg,0,TN3K_trainval,0441
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0474.jpg,0,TN3K_trainval,0474
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0771.jpg,1,TN3K_trainval,0771
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2518.jpg,0,TN3K_trainval,2518
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2752.jpg,1,TN3K_trainval,2752
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2687.jpg,1,TN3K_trainval,2687
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1666.jpg,0,TN3K_trainval,1666
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0519.jpg,0,TN3K_trainval,0519
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2107.jpg,1,TN3K_trainval,2107
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0097.jpg,0,TN3K_trainval,0097
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0457.jpg,0,TN3K_trainval,0457
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0410.jpg,0,TN3K_trainval,0410
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0920.jpg,1,TN3K_trainval,0920
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2328.jpg,0,TN3K_trainval,2328
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0310.jpg,0,TN3K_trainval,0310
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0426.jpg,0,TN3K_trainval,0426
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0875.jpg,1,TN3K_trainval,0875
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2202.jpg,1,TN3K_trainval,2202
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1891.jpg,0,TN3K_trainval,1891
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2361.jpg,0,TN3K_trainval,2361
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0561.jpg,0,TN3K_trainval,0561
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0121.jpg,0,TN3K_trainval,0121
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2247.jpg,1,TN3K_trainval,2247
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2871.jpg,1,TN3K_trainval,2871
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2536.jpg,0,TN3K_trainval,2536
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0362.jpg,0,TN3K_trainval,0362
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1541.jpg,1,TN3K_trainval,1541
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2869.jpg,1,TN3K_trainval,2869
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1551.jpg,1,TN3K_trainval,1551
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0748.jpg,1,TN3K_trainval,0748
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1553.jpg,1,TN3K_trainval,1553
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0839.jpg,1,TN3K_trainval,0839
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2338.jpg,0,TN3K_trainval,2338
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2437.jpg,0,TN3K_trainval,2437
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0068.jpg,0,TN3K_trainval,0068
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2076.jpg,1,TN3K_trainval,2076
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1392.jpg,0,TN3K_trainval,1392
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0302.jpg,0,TN3K_trainval,0302
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2823.jpg,1,TN3K_trainval,2823
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2261.jpg,1,TN3K_trainval,2261
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1890.jpg,0,TN3K_trainval,1890
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0098.jpg,0,TN3K_trainval,0098
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2012.jpg,1,TN3K_trainval,2012
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2606.jpg,0,TN3K_trainval,2606
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0148.jpg,0,TN3K_trainval,0148
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0978.jpg,0,TN3K_trainval,0978
